Seq1018 2.00
Seq1019 2.00
Seq1020 8.00
Seq1021 10.00
Seq1023 4.00
Seq1025 6.00
Seq1031 0.00
Seq1032 2.00
Seq1041 0.00
Seq1042 0.00
Seq1048 2.00
Seq1213 0.00
Seq1258 0.00
Seq1263 0.00
Seq1265 2.00
Seq1266 0.00
Seq1269 4.00
Seq1270 4.00
Seq1271 2.00
Seq1272 2.00
Seq1273 2.00
Seq1274 8.00
Seq1310 0.00
Seq1311 0.00
Seq1312 0.00
Seq1313 0.00
Seq1314 2.00
Seq1315 2.00
Seq1316 4.00
Seq1317 2.00
Seq1325 2.00
Seq1326 4.00
Seq1327 6.00
Seq1328 10.00
Seq1368 0.00
Seq1383 10.00
Seq1449 6.00
Seq1450 6.00
Seq1457 6.00
Seq1458 6.00
Seq1459 8.00
Seq1460 8.00
Seq1464 4.00
Seq1465 6.00
Seq1466 10.00
Seq1467 10.00
Seq1468 10.00
Seq1469 10.00
Seq1538 0.00
Seq1539 0.00
Seq1540 0.00
Seq1541 2.00
Seq1542 0.00
Seq1543 0.00
Seq1544 0.00
Seq1545 0.00
Seq1546 0.00
Seq1547 0.00
Seq1584 0.00
Seq1589 0.00
Seq1590 0.00
Seq1591 0.00
Seq1618 0.00
Seq1621 0.00
Seq1624 0.00
Seq1629 0.00
Seq1630 0.00
Seq1631 0.00
Seq1672 0.00
Seq1673 0.00
Seq1694 2.00
Seq1695 6.00
Seq1700 6.00
Seq1701 6.00
Seq1702 8.00
Seq1703 8.00
Seq1704 4.00
Seq1706 6.00
Seq1708 6.00
Seq1709 10.00
Seq1710 10.00
Seq1712 10.00
Seq1713 10.00
Seq1714 10.00
Seq273 4.00
Seq275 0.00
Seq333 2.00
Seq354 0.00
Seq355 0.00
Seq356 2.00
Seq358 2.00
Seq359 4.00
Seq360 2.00
Seq361 2.00
Seq362 2.00
Seq363 2.00
Seq364 6.00
Seq365 8.00
Seq366 6.00
Seq367 8.00
Seq378 8.00
Seq379 2.00
Seq380 0.00
Seq384 2.00
Seq409 0.00
Seq427 0.00
Seq456 0.00
Seq462 0.00
Seq495 0.00
Seq496 0.00
Seq534 10.00
Seq535 10.00
Seq536 10.00
Seq537 10.00
Seq538 10.00
Seq539 6.00
Seq540 8.00
Seq541 4.00
Seq542 6.00
Seq543 2.00
Seq544 6.00
Seq545 6.00
Seq546 8.00
Seq547 8.00
Seq548 8.00
Seq549 8.00
Seq550 8.00
Seq551 8.00
Seq592 4.00
Seq625 2.00
Seq629 2.00
Seq630 4.00
Seq631 10.00
Seq632 8.00
Seq633 2.00
Seq634 2.00
Seq635 6.00
Seq636 0.00
Seq639 2.00
Seq691 4.00
Seq693 8.00
Seq697 8.00
Seq726 4.00
Seq751 0.00
Seq752 0.00
Seq791 4.00
Seq819 0.00
Seq820 0.00
Seq821 0.00
Seq822 0.00
Seq823 0.00
Seq824 0.00
Seq825 0.00
Seq826 0.00
Seq827 0.00
Seq828 2.00
Seq829 0.00
Seq830 0.00
Seq835 0.00
Seq836 0.00
Seq925 6.00
Seq954 4.00
Seq957 2.00
Seq959 2.00
Seq961 0.00
Seq962 0.00
Seq963 0.00
Seq964 0.00
Seq966 2.00
Seq981 0.00
Seq982 0.00
Seq983 0.00
Seq984 0.00
Seq985 0.00
Seq986 0.00
Seq987 0.00
Seq988 0.00
Seq989 0.00
Seq990 0.00
Seq991 0.00
Seq992 0.00
