Seq1018 2.00
Seq1019 2.00
Seq1020 4.00
Seq1021 4.00
Seq1023 2.00
Seq1025 2.00
Seq1031 0.00
Seq1032 0.00
Seq1041 2.00
Seq1042 2.00
Seq1048 2.00
Seq1213 0.00
Seq1258 0.00
Seq1263 4.00
Seq1265 4.00
Seq1266 2.00
Seq1269 6.00
Seq1270 6.00
Seq1271 8.00
Seq1272 6.00
Seq1273 2.00
Seq1274 0.00
Seq1310 2.00
Seq1311 0.00
Seq1312 0.00
Seq1313 2.00
Seq1314 2.00
Seq1315 2.00
Seq1316 2.00
Seq1317 0.00
Seq1325 2.00
Seq1326 2.00
Seq1327 0.00
Seq1328 2.00
Seq1368 0.00
Seq1373 4.00
Seq1383 4.00
Seq1449 4.00
Seq1450 2.00
Seq1457 4.00
Seq1458 4.00
Seq1459 6.00
Seq1460 6.00
Seq1464 4.00
Seq1465 2.00
Seq1466 4.00
Seq1467 2.00
Seq1468 6.00
Seq1469 6.00
Seq1538 2.00
Seq1539 6.00
Seq1540 0.00
Seq1541 0.00
Seq1542 2.00
Seq1543 0.00
Seq1544 0.00
Seq1545 2.00
Seq1546 4.00
Seq1547 2.00
Seq1584 0.00
Seq1589 0.00
Seq1590 0.00
Seq1591 0.00
Seq1618 0.00
Seq1621 0.00
Seq1624 0.00
Seq1629 4.00
Seq1630 0.00
Seq1631 2.00
Seq1672 0.00
Seq1673 2.00
Seq1694 2.00
Seq1695 6.00
Seq1700 0.00
Seq1701 2.00
Seq1702 4.00
Seq1703 4.00
Seq1704 4.00
Seq1706 2.00
Seq1709 10.00
Seq1710 10.00
Seq1712 10.00
Seq1713 10.00
Seq1714 10.00
Seq273 0.00
Seq275 0.00
Seq333 0.00
Seq354 0.00
Seq355 0.00
Seq356 4.00
Seq358 2.00
Seq359 4.00
Seq360 4.00
Seq361 2.00
Seq362 4.00
Seq363 4.00
Seq364 4.00
Seq365 6.00
Seq366 4.00
Seq367 4.00
Seq378 0.00
Seq379 0.00
Seq380 0.00
Seq384 0.00
Seq409 0.00
Seq427 0.00
Seq456 0.00
Seq462 2.00
Seq495 0.00
Seq496 0.00
Seq534 10.00
Seq535 10.00
Seq536 10.00
Seq537 6.00
Seq538 2.00
Seq539 2.00
Seq540 2.00
Seq541 2.00
Seq542 2.00
Seq543 2.00
Seq544 6.00
Seq545 2.00
Seq546 2.00
Seq547 2.00
Seq548 4.00
Seq549 6.00
Seq550 8.00
Seq551 4.00
Seq592 2.00
Seq625 2.00
Seq629 6.00
Seq630 4.00
Seq631 4.00
Seq632 0.00
Seq633 0.00
Seq634 2.00
Seq635 0.00
Seq636 2.00
Seq639 0.00
Seq691 2.00
Seq693 4.00
Seq697 4.00
Seq726 2.00
Seq751 0.00
Seq752 0.00
Seq791 2.00
Seq819 0.00
Seq820 0.00
Seq821 0.00
Seq822 2.00
Seq823 2.00
Seq824 2.00
Seq825 2.00
Seq826 4.00
Seq827 0.00
Seq828 0.00
Seq829 2.00
Seq830 0.00
Seq835 0.00
Seq836 2.00
Seq925 2.00
Seq954 0.00
Seq957 0.00
Seq959 0.00
Seq961 0.00
Seq962 0.00
Seq963 0.00
Seq964 0.00
Seq966 0.00
Seq981 0.00
Seq982 0.00
Seq983 0.00
Seq984 0.00
Seq985 0.00
Seq986 0.00
Seq987 0.00
Seq988 0.00
Seq989 0.00
Seq990 0.00
Seq991 0.00
Seq992 0.00
